pl_hostname,pl_name,pl_discmethod,pl_pnum,pl_orbper,gaia_dist,st_teff,st_mass,st_rad,pl_eqt,pl_masse,pl_rade,pl_ratdor,pl_disc,pl_telescope,pl_pelink,pl_edelink,st_spstr,st_logg,st_lum,st_dens,st_metfe,st_metratio,st_age
Kepler-935,Kepler-935 b,Transit,1,4.88083852,478.27,4830,0.78,0.73,,,1.35,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-935_b/,,,4.61,,,-0.01,[Fe/H],3.8
Kepler-936,Kepler-936 b,Transit,1,10.56134221,,5482,0.92,0.89,,,1.45,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-936_b/,,,4.51,,,0.05,[Fe/H],4.57
Kepler-937,Kepler-937 b,Transit,2,67.668827,1645.01,6095,1.15,1.22,,,3.72,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-937_b/,,,4.32,,,0.08,[Fe/H],3.24
Kepler-937,Kepler-937 c,Transit,2,153.343364,1645.01,6095,1.15,1.22,,,2.67,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-937_c/,,,4.32,,,0.08,[Fe/H],3.24
Kepler-938,Kepler-938 b,Transit,1,52.6298417,,5533,0.92,0.89,,,2.22,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-938_b/,,,4.51,,,-0.03,[Fe/H],4.27
Kepler-939,Kepler-939 b,Transit,1,14.878296,2228.62,5471,0.88,0.85,,,1.75,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-939_b/,,,4.54,,,-0.12,[Fe/H],4.47
Kepler-94,Kepler-94 b,Transit,2,2.50806,192.97,4781,0.81,0.76,,10.84,3.51,,2014,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-94_b/,,M0 V,4.59,,2.9,0.34,[Fe/H],1.41
Kepler-94,Kepler-94 c,Radial Velocity,2,820.3,192.97,4781,0.81,0.76,,3126,,,2014,10 m Keck I Telescope,http://exoplanet.eu/catalog/kepler-94_c/,,M0 V,4.59,,2.9,0.34,[Fe/H],1.41
Kepler-940,Kepler-940 b,Transit,1,59.6225257,1306.2,5769,0.97,0.96,,,3.34,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-940_b/,,,4.47,,,-0.08,[Fe/H],3.63
Kepler-941,Kepler-941 b,Transit,1,17.42395198,1122.42,5539,0.89,0.86,,,3.08,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-941_b/,,,4.53,,,-0.15,[Fe/H],4.07
Kepler-942,Kepler-942 b,Transit,1,44.96417488,217.72,4861,0.81,0.75,,,2.13,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-942_b/,,,4.59,,,0.09,[Fe/H],4.17
Kepler-943,Kepler-943 b,Transit,1,49.7701438,2473.02,5612,0.93,0.91,,,5.93,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kic_6185331_b/,,,4.5,,,-0.07,[Fe/H],4.27
Kepler-944,Kepler-944 b,Transit,1,43.3167737,1401.83,5409,0.86,0.83,,,2.63,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-944_b/,,,4.54,,,-0.11,[Fe/H],4.47
Kepler-945,Kepler-945 b,Transit,1,31.0033814,1731.27,5718,0.97,0.97,,,2.63,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-945_b/,,,4.46,,,-0.01,[Fe/H],4.47
Kepler-946,Kepler-946 b,Transit,1,11.79162572,1175.01,5665,0.94,0.93,,,1.93,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-946_b/,,,4.47,,,-0.09,[Fe/H],4.17
Kepler-947,Kepler-947 b,Transit,1,26.9644317,1817.57,5508,0.9,0.87,,,2.28,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-947_b/,,,4.52,,,-0.07,[Fe/H],4.27
Kepler-948,Kepler-948 b,Transit,1,7.76846622,890.06,5679,0.96,0.94,,,1.85,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-948_b/,,,4.47,,,-0.02,[Fe/H],4.17
Kepler-949,Kepler-949 b,Transit,1,8.6893073,492.95,5403,0.89,0.86,,,2.91,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-949_b/,,,4.53,,,0.01,[Fe/H],4.57
Kepler-95,Kepler-95 b,Transit,1,11.5231,451.38,5699,1.08,1.41,,13,3.42,,2014,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-95_b/,,,4.17,,0.54,0.3,[Fe/H],5.63
Kepler-950,Kepler-950 b,Transit,1,98.7180406,2313.32,5857,1.02,1.02,,,8.98,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-950_b/,,,4.44,,,0.02,[Fe/H],3.8
Kepler-951,Kepler-951 b,Transit,1,71.52530845,386.75,4834,0.77,0.73,,,5.59,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-951_b/,,,4.6,,,-0.01,[Fe/H],4.27
Kepler-952,Kepler-952 b,Transit,1,130.3546919,1354.85,5730,1,0.99,,,7.65,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-952_b/,,,4.45,,,0.06,[Fe/H],4.27
Kepler-953,Kepler-953 b,Transit,2,88.40655258,1123.79,5416,0.95,0.99,,,4.21,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-953_b/,,,4.42,,,0.26,[Fe/H],8.71
Kepler-953,Kepler-953 c,Transit,2,9.10967112,1123.79,5416,0.95,0.99,,,1.19,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-953_c/,,,4.42,,,0.26,[Fe/H],8.71
Kepler-954,Kepler-954 b,Transit,1,16.78176602,217.16,4990,0.82,0.76,,,2.32,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-954_b/,,,4.59,,,0.02,[Fe/H],3.39
Kepler-955,Kepler-955 b,Transit,1,14.53244172,559.19,5350,0.89,0.84,,,3.13,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-955_b/,,,4.54,,,0.02,[Fe/H],4.37
Kepler-956,Kepler-956 b,Transit,1,5.24867263,553.64,6040,1.1,1.15,,,3,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-956_b/,,,4.36,,,0.02,[Fe/H],3.47
Kepler-957,Kepler-957 b,Transit,1,5.90741354,844.37,4963,0.81,0.75,,,5.5,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-957_b/,,,4.6,,,-0.01,[Fe/H],2.75
Kepler-958,Kepler-958 b,Transit,1,9.7678805,455.69,5421,0.91,0.86,,,2.06,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-958_b/,,,4.53,,,0.01,[Fe/H],4.37
Kepler-959,Kepler-959 b,Transit,1,14.80074836,826.76,7005,1.6,2.01,,,4.38,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-959_b/,,,4.04,,,0.02,[Fe/H],1.35
Kepler-96,Kepler-96 b,Transit,1,16.2385,123.32,5690,1,1.02,,8.46,2.67,,2014,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-96_b/,,,4.42,,1.54,0.04,[Fe/H],2.34
Kepler-960,Kepler-960 b,Transit,1,3.12686223,287.28,4755,0.77,0.72,,,2.29,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-960_b/,,,4.61,,,0.02,[Fe/H],3.63
Kepler-961,Kepler-961 b,Transit,1,16.87727414,583.96,5582,0.96,0.9,,,2.55,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-961_b/,,,4.51,,,0.05,[Fe/H],2.82
Kepler-962,Kepler-962 b,Transit,1,12.05707239,416.43,5478,0.93,0.86,,,1.97,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-962_b/,,,4.54,,,0.01,[Fe/H],2.4
Kepler-963,Kepler-963 b,Transit,1,9.97683705,788.83,5461,0.91,0.87,,,2.66,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-963_b/,,,4.52,,,-0.02,[Fe/H],4.07
Kepler-964,Kepler-964 b,Transit,1,13.5225106,460.62,5427,0.93,0.84,,,2.12,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-964_b/,,,4.55,,,0.03,[Fe/H],1.91
Kepler-965,Kepler-965 b,Transit,1,134.2527298,592.73,5886,1.05,1.15,,,3.38,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-965_b/,,,4.33,,,0.03,[Fe/H],5.5
Kepler-966,Kepler-966 b,Transit,1,99.747622,1058.9,5840,1.02,1.02,,,4.13,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-966_b/,,,4.43,,,0.04,[Fe/H],4.07
Kepler-967,Kepler-967 b,Transit,2,13.22713379,372.18,5178,0.84,0.8,,,2.35,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-967_b/,,,4.56,,,-0.03,[Fe/H],5.89
Kepler-967,Kepler-967 c,Transit,2,198.7112502,372.18,5178,0.84,0.8,,,3.65,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-967_c/,,,4.56,,,-0.03,[Fe/H],5.89
Kepler-968,Kepler-968 b,Transit,2,3.69298373,292.78,4598,0.76,0.7,,,2,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-968_b/,,,4.63,,,0.13,[Fe/H],2.14
Kepler-968,Kepler-968 c,Transit,2,5.70940492,292.78,4598,0.76,0.7,,,1.69,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-968_c/,,,4.63,,,0.13,[Fe/H],2.14
Kepler-969,Kepler-969 b,Transit,2,34.1731714,394.8,5214,0.92,0.82,,,2.07,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-969_b/,,,4.57,,,0.22,[Fe/H],1.51
Kepler-969,Kepler-969 c,Transit,2,1.6829346,394.8,5214,0.92,0.82,,,0.99,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-969_c/,,,4.57,,,0.22,[Fe/H],1.51
Kepler-97,Kepler-97 b,Transit,2,2.58664,405.58,5779,0.94,0.98,,3.51,1.48,,2014,0.95 m Kepler Telescope,,,,4.43,,1.53,-0.2,[Fe/H],8.42
Kepler-97,Kepler-97 c,Radial Velocity,2,789,405.58,5779,0.94,0.98,,344,,,2014,10 m Keck I Telescope,,,,4.43,,1.53,-0.2,[Fe/H],8.42
Kepler-970,Kepler-970 b,Transit,1,16.73652231,334.73,4511,0.7,0.67,,,2.77,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-970_b/,,,4.64,,,-0.08,[Fe/H],4.68
Kepler-971,Kepler-971 b,Transit,1,9.59070716,341.67,5431,0.88,0.85,,,2.13,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-971_b/,,,4.54,,,-0.06,[Fe/H],4.47
Kepler-972,Kepler-972 b,Transit,1,7.03932553,1239.7,6146,1.15,1.22,,,4.65,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-972_b/,,,4.33,,,0.04,[Fe/H],2.82
Kepler-973,Kepler-973 b,Transit,1,49.6077331,331.57,5213,0.86,0.78,,,1.96,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-973_b/,,,4.58,,,-0.06,[Fe/H],2.29
Kepler-974,Kepler-974 b,Transit,1,4.19449651,134.83,3687,0.52,0.5,,,1.57,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-974_b/,,,4.76,,,0.07,[Fe/H],4.37
Kepler-975,Kepler-975 b,Transit,1,1.97034246,431.37,4897,0.8,0.75,,,1.48,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-975_b/,,,4.59,,,0.07,[Fe/H],3.89
Kepler-976,Kepler-976 b,Transit,1,105.9564148,1042.07,5232,0.87,0.83,,,3.96,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-976_b/,,,4.55,,,0.07,[Fe/H],4.68
Kepler-977,Kepler-977 b,Transit,1,26.85328322,578.18,5315,0.87,0.83,,,2.62,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-977_b/,,,4.55,,,-0.01,[Fe/H],4.57
Kepler-978,Kepler-978 b,Transit,1,49.6221509,1040.58,6002,1.07,1.09,,,2.99,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-978_b/,,,4.38,,,-0.01,[Fe/H],3.63
Kepler-979,Kepler-979 b,Transit,1,8.0880135,586.16,5310,0.87,0.83,,,2.72,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-979_b/,,,4.54,,,-0.02,[Fe/H],4.57
Kepler-98,Kepler-98 b,Transit,1,1.54168,353.87,5539,0.99,1.11,,3.55,1.99,,2014,0.95 m Kepler Telescope,,,,4.34,,1.12,0.18,[Fe/H],2.79
Kepler-980,Kepler-980 b,Transit,1,11.55102504,988.67,5935,1.05,1.06,,,2.67,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-980_b/,,,4.41,,,0.01,[Fe/H],3.55
Kepler-981,Kepler-981 b,Transit,1,4.46975774,900.8,5718,0.98,0.96,,,2.31,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-981_b/,,,4.47,,,0.01,[Fe/H],4.07
Kepler-982,Kepler-982 b,Transit,1,15.7738221,820.25,6139,1.16,1.29,,,2.25,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-982_b/,,,4.28,,,0.05,[Fe/H],3.55
Kepler-983,Kepler-983 b,Transit,1,60.0855082,,6052,1.13,1.08,,,2.36,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-983_b/,,,4.42,,,0.12,[Fe/H],1.41
Kepler-984,Kepler-984 b,Transit,1,43.0342272,466.37,5610,0.96,0.93,,,2.12,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-984_b/,,,4.49,,,0.04,[Fe/H],3.98
Kepler-985,Kepler-985 b,Transit,1,116.331901,692.85,5434,0.91,0.85,,,2.98,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-985_b/,,,4.54,,,0,[Fe/H],3.39
Kepler-986,Kepler-986 b,Transit,1,56.4349938,557.12,5642,0.96,0.98,,,2.36,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-986_b/,,,4.43,,,0.04,[Fe/H],6.17
Kepler-987,Kepler-987 b,Transit,1,105.3033148,938.72,5637,0.97,0.91,,,3.26,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-987_b/,,,4.51,,,0.01,[Fe/H],2.45
Kepler-988,Kepler-988 b,Transit,1,17.76080053,307.57,4005,0.55,0.53,,,2.07,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-988_b/,,,4.73,,,-0.32,[Fe/H],3.16
Kepler-989,Kepler-989 b,Transit,1,7.96431535,499.04,5074,0.82,0.78,,,2.21,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-989_b/,,,4.58,,,0.01,[Fe/H],4.68
Kepler-99,Kepler-99 b,Transit,1,4.60358,209.63,4782,0.79,0.73,,6.15,1.48,,2014,0.95 m Kepler Telescope,,,,4.61,,2.86,0.18,[Fe/H],1.47
Kepler-990,Kepler-990 b,Transit,2,9.91723428,820.98,5948,1.05,1.08,,,2.6,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-990_b/,,,4.39,,,0.01,[Fe/H],3.55
Kepler-990,Kepler-990 c,Transit,2,0.53835431,820.98,5948,1.05,1.08,,,1.53,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-990_c/,,,4.39,,,0.01,[Fe/H],3.55
Kepler-991,Kepler-991 b,Transit,1,82.5342519,393.95,4392,0.64,0.61,,,2.54,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-991_b/,,,4.67,,,-0.25,[Fe/H],3.47
Kepler-992,Kepler-992 b,Transit,1,20.16034462,261.6,4944,0.8,0.74,,,1.62,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-992_b/,,,4.6,,,-0.04,[Fe/H],3.02
Kepler-993,Kepler-993 b,Transit,1,22.08557563,327.4,3843,0.57,0.54,,,2.97,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-993_b/,,,4.72,,,0.03,[Fe/H],3.89
Kepler-994,Kepler-994 b,Transit,1,1.15116651,189.19,3934,0.56,0.54,,,1.6,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-994_b/,,,4.72,,,-0.13,[Fe/H],3.24
Kepler-995,Kepler-995 b,Transit,1,28.26731672,620.43,5206,0.83,0.8,,,2.7,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-995_b/,,,4.57,,,-0.07,[Fe/H],5.01
Kepler-996,Kepler-996 b,Transit,1,3.77059058,1260.38,6014,1.09,1.14,,,1.98,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-996_b/,,,4.36,,,0.03,[Fe/H],3.63
Kepler-997,Kepler-997 b,Transit,1,2.70730672,473.9,6150,1.22,1.56,,,1.36,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-997_b/,,,4.14,,,0.05,[Fe/H],3.63
Kepler-998,Kepler-998 b,Transit,1,5.65377733,1015.12,6058,1.12,1.18,,,2.32,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-998_b/,,,4.34,,,0.07,[Fe/H],3.31
Kepler-999,Kepler-999 b,Transit,1,5.99185702,553.61,6237,1.29,1.65,,,2.34,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-999_b/,,,4.11,,,0.05,[Fe/H],3.09
L 168-9,L 168-9 b,Transit,1,1.4015,25.17,3800,0.62,0.6,965,4.6,1.39,7.61,2020,0.1 m TESS Telescope,http://exoplanet.eu/catalog/l_168-9_b/,,M1 V,4.04,-1.172,,0.04,[Fe/H],
L 98-59,L 98-59 b,Transit,3,2.25314,10.62,3367,0.31,0.31,,,0.8,16.2,2019,0.1 m TESS Telescope,http://exoplanet.eu/catalog/l_98-59_b/,,M3 V,,-1.947,15.8,-0.5,[Fe/H],1
L 98-59,L 98-59 c,Transit,3,3.690621,10.62,3367,0.31,0.31,,,1.35,22.5,2019,0.1 m TESS Telescope,http://exoplanet.eu/catalog/l_98-59_c/,,M3 V,,-1.947,15.8,-0.5,[Fe/H],1
L 98-59,L 98-59 d,Transit,3,7.45086,10.62,3367,0.31,0.31,,,1.57,37.4,2019,0.1 m TESS Telescope,http://exoplanet.eu/catalog/l_98-59_d/,,M3 V,,-1.947,15.8,-0.5,[Fe/H],1
LHS 1140,LHS 1140 b,Transit,2,24.736959,14.99,3216,0.18,0.21,235,6.98,1.727,95.34,2017,0.4 m MEarth Telescope,,,M4.5 V,,-2.356,,-0.24,[Fe/H],5
LHS 1140,LHS 1140 c,Transit,2,3.777931,14.99,3216,0.18,0.21,438,1.81,1.282,26.57,2018,Multiple Telescopes,http://exoplanet.eu/catalog/lhs_1140_c/,,M4.5 V,,-2.356,,-0.24,[Fe/H],5
LHS 3844,LHS 3844 b,Transit,1,0.46292913,14.89,3036,0.15,0.19,805,,1.303,7.109,2019,0.1 m TESS Telescope,http://exoplanet.eu/catalog/lhs_3844_b/,,M5,5.06,-2.565,31.73,,,
LP 791-18,LP 791-18 b,Transit,2,0.948005,26.51,2960,0.14,0.17,650,,1.12,11,2019,0.1 m TESS Telescope,http://exoplanet.eu/catalog/lp_791-18_b/,,M(6.1+/-0.7) V,5.12,-2.697,31.1,-0.09,[Fe/H],0.5
LP 791-18,LP 791-18 c,Transit,2,4.989963,26.51,2960,0.14,0.17,370,,2.31,34.5,2019,0.1 m TESS Telescope,http://exoplanet.eu/catalog/lp_791-18_c/,,M(6.1+/-0.7) V,5.12,-2.697,31.1,-0.09,[Fe/H],0.5
LSPM J2116+0234,LSPM J2116+0234 b,Radial Velocity,1,14.4399,17.64,3475,0.43,0.43,,,,,2019,3.5 m telescope,http://exoplanet.eu/catalog/lspm_j2116+0234_b/,,M3.0 V,4.95,-1.699,,-0.05,[Fe/H],2
LTT 1445 A,LTT 1445 A b,Transit,1,5.35882,6.87,3337,0.26,0.28,433,2.2,1.38,29.6,2019,0.1 m TESS Telescope,http://exoplanet.eu/catalog/ltt_1445a_b/,,M3,4.97,,17.3,-0.34,[Fe/H],
LkCa 15,LkCa 15 b,Imaging,2,,158.87,,,,,,,,2015,Large Binocular Telescope,http://exoplanet.eu/catalog/lkca_15_b/,,,,,,,,
LkCa 15,LkCa 15 c,Imaging,2,,158.87,,,,,,,,2015,Large Binocular Telescope,,,,,,,,,
Lupus-TR-3,Lupus-TR-3 b,Transit,1,3.91405,729.76,5000,0.87,0.82,,257.431,9.976,,2007,Multiple Telescopes,,,,,,,,,
MASCARA-1,MASCARA-1 b,Transit,1,2.14878,183.21,7554,1.72,2.1,2570,1175.971,16.814,,2017,Multiple Telescopes,http://exoplanet.eu/catalog/mascara-1_b/,,A8,4,1.176,0.33,0,[Fe/H],1
MOA-2007-BLG-192L,MOA-2007-BLG-192L b,Microlensing,1,,,,0.06,,,3.3,,,2008,1.8 m MOA Telescope,http://exoplanet.eu/catalog/moa-2007-blg-192l_b/,http://exoplanets.org/detail/MOA-2007-BLG-192L_b,,,,,,,
MOA-2007-BLG-400L,MOA-2007-BLG-400L b,Microlensing,1,,,,0.3,,103,263.79,,,2008,1.8 m MOA Telescope,http://exoplanet.eu/catalog/moa-2007-blg-400l_b/,http://exoplanets.org/detail/MOA-2007-BLG-400L_b,,,,,,,
MOA-2008-BLG-310L,MOA-2008-BLG-310L b,Microlensing,1,,,,0.21,,,23.4,,,2009,1.8 m MOA Telescope,http://exoplanet.eu/catalog/moa-2008-blg-310l_b/,http://exoplanets.org/detail/MOA-2008-BLG-310L_b,,,,,,,
MOA-2008-BLG-379L,MOA-2008-BLG-379L b,Microlensing,1,,,,0.56,,,1303.103,,,2013,1.8 m MOA Telescope,http://exoplanet.eu/catalog/moa-2008-blg-379l_b/,,K,,,,,,
MOA-2009-BLG-266L,MOA-2009-BLG-266L b,Microlensing,1,2774,,,0.56,,,10.4,,,2011,1.8 m MOA Telescope,http://exoplanet.eu/catalog/moa-2009-blg-266l_b/,http://exoplanets.org/detail/MOA-2009-BLG-266L_b,,,,,,,
MOA-2009-BLG-319L,MOA-2009-BLG-319L b,Microlensing,1,,,,0.38,,,50,,,2010,1.8 m MOA Telescope,http://exoplanet.eu/catalog/moa-2009-blg-319l_b/,http://exoplanets.org/detail/MOA-2009-BLG-319L_b,,,,,,,
MOA-2009-BLG-387L,MOA-2009-BLG-387L b,Microlensing,1,1982,,,0.19,,,813.6448,,,2010,1.8 m MOA Telescope,http://exoplanet.eu/catalog/moa-2009-blg-387l_b/,http://exoplanets.org/detail/MOA-2009-BLG-387L_b,,,,,,,
MOA-2010-BLG-073L,MOA-2010-BLG-073L b,Microlensing,1,,,,0.16,,,3496,,,2012,1.8 m MOA Telescope,,http://exoplanets.org/detail/MOA-2010-BLG-073L_b,,,,,,,
MOA-2010-BLG-117L,MOA-2010-BLG-117L b,Microlensing,1,,,,0.58,,,171.6282,,,2018,1.8 m MOA Telescope,http://exoplanet.eu/catalog/moa-2010-blg-117_b/,,,,,,,,
MOA-2010-BLG-328L,MOA-2010-BLG-328L b,Microlensing,1,,,,0.11,,,9.2,,,2013,1.8 m MOA Telescope,http://exoplanet.eu/catalog/moa-2010-blg-328l_b/,,,,,,,,
MOA-2010-BLG-353L,MOA-2010-BLG-353L b,Microlensing,1,,,,0.18,,,85.8141,,,2015,1.8 m MOA Telescope,http://exoplanet.eu/catalog/moa-2010-blg-353l_b/,,,,,,,,
MOA-2010-BLG-477L,MOA-2010-BLG-477L b,Microlensing,1,,,5950,0.67,,,476.7,,,2012,1.8 m MOA Telescope,http://exoplanet.eu/catalog/moa-2010-blg-477l_b/,http://exoplanets.org/detail/MOA-2010-BLG-477L_b,,,,,,,
MOA-2011-BLG-028L,MOA-2011-BLG-028L b,Microlensing,1,,,,0.75,,,30,,,2016,1.8 m MOA Telescope,http://exoplanet.eu/catalog/moa-2011-blg-028l_b/,,,,,,,,
MOA-2011-BLG-262L,MOA-2011-BLG-262L b,Microlensing,1,,,,0.12,,,18,,,2014,1.8 m MOA Telescope,http://exoplanet.eu/catalog/moa-2011-blg-262l_b/,,,,,,,,
MOA-2011-BLG-291L,MOA-2011-BLG-291L b,Microlensing,1,,,,0.15,,,18,,,2018,1.8 m MOA Telescope,http://exoplanet.eu/catalog/moa-2011-blg-291_b/,,,,,,,,
MOA-2011-BLG-293L,MOA-2011-BLG-293L b,Microlensing,1,,,,0.86,,,1525.5,,,2012,1.8 m MOA Telescope,http://exoplanet.eu/catalog/moa-2011-blg-293l_b/,http://exoplanets.org/detail/MOA-2011-BLG-293L_b,,,,,,,
MOA-2011-BLG-322L,MOA-2011-BLG-322L b,Microlensing,1,,,,0.39,,,3686.7,,,2013,1.8 m MOA Telescope,http://exoplanet.eu/catalog/moa-2011-blg-322l_b/,,,,,,,,
MOA-2012-BLG-006L,MOA-2012-BLG-006L b,Microlensing,1,,,,0.49,,,2669.772,,,2017,Multiple Telescopes,http://exoplanet.eu/catalog/moa-2012-blg-006_b/,,,,,,,,
MOA-2012-BLG-505L,MOA-2012-BLG-505L b,Microlensing,1,,,,0.1,,,6.7,,,2017,1.8 m MOA Telescope,http://exoplanet.eu/catalog/moa-2012-blg-505l_b/,,,,,,,,
MOA-2013-BLG-605L,MOA-2013-BLG-605L b,Microlensing,1,,,,0.03,,,3.2,,,2016,1.8 m MOA Telescope,http://exoplanet.eu/catalog/moa-2013-blg-605l_b/,,,,,,,,
MOA-2015-BLG-337L,MOA-2015-BLG-337L b,Microlensing,1,,,,0.01,,,33.7,,,2018,1.8 m MOA Telescope,,,,,,,,,
MOA-2016-BLG-227L,MOA-2016-BLG-227L b,Microlensing,1,,,,0.29,,,889.924,,,2017,1.8 m MOA Telescope,http://exoplanet.eu/catalog/moa-2016-blg-227l_b/,,,,,,,,
MOA-2016-BLG-319L,MOA-2016-BLG-319L b,Microlensing,1,,,,0.15,,,197.0546,,,2018,1.8 m MOA Telescope,http://exoplanet.eu/catalog/moa-2016-blg-319l_b/,,,,,,,,
MOA-bin-1L,MOA-bin-1L b,Microlensing,1,,,,0.75,,,1175.9,,,2012,1.8 m MOA Telescope,http://exoplanet.eu/catalog/moa-bin-1_b/,http://exoplanets.org/detail/MOA-bin-1L_b,,,,,,,
MOA-bin-29,MOA-bin-29 b,Microlensing,1,,,,0.03,,,190.698,,,2019,1.8 m MOA Telescope,http://exoplanet.eu/catalog/moa-bin-29_b/,,,,,,,,
MXB 1658-298,MXB 1658-298 b,Eclipse Timing Variations,1,760,,,1.98,,,7532.571,,,2017,Multiple Telescopes,,,,,,,,,
NGC 2682 Sand 364,NGC 2682 Sand 364 b,Radial Velocity,1,121.71,837.03,4284,9.06,39.59,,,,,2014,Multiple Telescopes,http://exoplanet.eu/catalog/sand_364_b/,http://exoplanets.org/detail/M_67_SAND_364_b,K3 III,2.2,,,-0.02,[Fe/H],
NGC 2682 Sand 978,NGC 2682 Sand 978 b,Radial Velocity,1,511.21,842.01,4200,1.37,,,,,,2017,Multiple Telescopes,,,K4 III,1.8,,,,,
